Team,Concept Name,Description,Team
5,Provide mod editors to customers,Develop a tool for customers so that they can make their own mods to the software easily.,5
5,Support Open source Communities,"Besides creating products, try to build and support open source communities of the software to develop more users and let them create contents freely.",5
5,Develop a group of software with different focuses and features,"The original idea was only about simulating mechanical systems. We can make a group of different software featuring in other fields. (e.g. CFD simulation, EMC simulation, heat transfer simulation, etc.)",5
5,Cooperate with universities and institutes,Work with educational organizations and try to provide courses for students to learn CAD and control systems based on our products.,5
5,Sponsor control system design competitions,"There are many engineering competitions involving with control system design. By sponsoring these competitions with software, students and engineers will know our products and their benefits.",5
5,Bring in more software,"After finishing the basic goals, we want to cover more software in the market. This can include MATLAB Simulink, Solidworks, etc.",5
5,Customized products,"Work with large companies with special needs and develop customized software for them. (e.g. Boeing uses CATIA as CAD software and their own simulation tool, we can help them develop translating tool and add some special features if they need.)",5
5,Focusing on particular industries,"Different industries like automobile, airplanes, robotics and wearable devices have different demands in control and simulation. We can develop defferent versions of software focusing on those industries to satisfy their needs. (e.g. for automobile industry, offer translating tool from tyre CAD model to the magic formula model of tyre)",5
5,Training Workshops,For students in universities as a skill enhancer. Weekly learning modules.,5
5,Prison Workshops,For prisoners to transform their lives. Actually reduce the recidivism,5
5,Simpler CAD Control,For children to get involved in making design and simple controls to get them attracted to the field,5
5,CAD to Control LEGOS,Children learn the basics for intuitive learning. Use physical prototypes of LEGOS to make interesting,5
5,Control simulation in modelica,The cotrols simulations will be done in modelica itself and then the control system info will be transfered to LabView for implementation,5
5,CAD feedback mechanism,The software will have algorithm to check and give feedback to user whether his CAD system is correct for the required system.,5
5,Video based modeling,Software can convert video footage of certain working mechanism into CAD.,5
5,Manufacturing program generation,Along with working simulation the software will also generate CAM and CNC programs for the parts to be manufactures which can be directly fed to manufacturing machines,5
5,Bought-out integration,The simulation will give specifications of the control system based on which the software will give a list of available products from suppliers to directly order,5
5,Auto BOM generation,"After the complete system has been designed, the software automatically generates the final BOM.",5
5,Assembly instruction generator,Assembly function depends upon both mechanical and control functions and based on the final design the software can generate assembly instructions,5
5,QA and validation specifications,QA and validation specs of every working system and people generally use same specs to validate a system. The software will be able to generate system specific QA and validation spec sheet. ,5
5,Auto Component cross checker,A manufacture component's dimension from CMM can be directly fed to the software where it crosschecks the dimensions.,5
5,Mesh system library in CAD,The software records earlier systems generated by the designer. It saves them parametrically hence whenever a designer will load this system and input required dimensions it will give him new system as required,5
5,Data processing features,"For those models that are hard to describe with equations, like the tyre dynamic model, the data processing feature could allow users to put in some test data and generate a fitting model with numerical results.",5
5,Automatic demo generation,"After forming the simulation model, link it back to CAD and drive the parts to move in the way you want. Generate a piece of demo video automatically to use in your presentation or website.",5
5,Automatic fast strength analysis,"With the control simulation model, we have all the boundary conditions of the system so that we can add an automatic strength analysis feature to check if the structure could hold for the given control strategy. ",5
5,3D printing setup generation,"Given the actual properties and behaviors of a certain part, we can generate the setup if it will be 3D printed. (e.g. Setting the fill density higher for a joint which needs to be stronger than other parts.)",5
5,Project managing feature,"Provide a project managing structure and arrange all the contents in one interface. Help users to manage CAD, control development, simulation and implement easily. ",5
5,Software Patch to existing applications,The software will be provided as a software patch to existing software. The existing software will be configured with buttons which would enable data transfer between these software. Rest of the process will be carried out at the back-end of these softwares in OpenModelica patch,5
5,Standalone Application,The CAD to control translation will occur in a stand alone software that will be able to import and export data to/from both these software. This software can then be treated as  a product and can work between any CAD and Control software,5
5,MATLAB based transfer,MATLAB is a very powerful tool. It has some features that can solve DAEs. This product will be based on Matlab and will use its solver to transfer data between CAD and control. ,5
5,Outsourcing option,A customer can share their CAD details with us and we will convert everything to control and simulate the design for them. The costing will be based on pre-defined complexity and time structure of individual systems,5
5,Industry focused products,Every industry uses different systems can be provided with individual suite of the product. The product will not have all the things they don't need. Hence this will be cheaper and lighter in processing capability requirements,5
5,Free Software dev,The software will be open to developers so that they can contribute their own share. The developers can contribute content as they require and people around the globe can use it,5
5,Auto Training module generator,Along with basic data transfer between CAD and control. Each system that was noted as standard system by the designer will be register separately by the software. The software will then map the complete process went into transferring the data and automatically generates a training module for simulating this system.,5
5,Manufacturing data generation,"As soon as the data transfer takes place, the successfully simulated systems will automatically undergo drafting design generation for manufacturing. The designer doesn't have to invest time into generating the draft drawings",5
5,Fully integrated CAD and Control software,"Instead of having three different software. We can generate a complete suite that has CAD, control and inner translation. This will provide a very easy design platform for everyone around the world",5
5,Control simulation in modelica,The controls simulations will be done in modelica itself and then the control system info will be transfered to LabView for implementation,5
5,Assembly instruction generator,Assembly function depends upon both mechanical and control functions and based on the final design the software can generate assembly instructions,5
5,Adding Control and Simulation features to existing CAD,CAD is a fully developed software environment. Addition of control and simulation features will make it a complete package for design of any type of system.,5
5,Video based modeling,Software can convert video footage of certain working mechanism into CAD.,5
5,3D printing setup generation,"Given the actual properties and behaviors of a certain part, we can generate the setup if it will be 3D printed. (e.g. Setting the fill density higher for a joint which needs to be stronger than other parts.)",5
5,Component Recognition,Recognize model of components by scanning and automatically import data,5
6,Butterfly wind generator,The wings of a butterfly flap via the effect of the wind and generate power through oscillating around a shaft. ,6
6,OWP Snake,The oscillating wing power snake is putting togethr many OWP devices to use the wave movement it can create.,6
6,Aquarium ,Stand looks like a fish or shark. Top fin is the sail used for generation through oscillating motion. Back fin is used for wind orientation of device. Put a bunch in one spot and it looks like an aquarium.,6
6,Hamster triangle,Big structure where rotating wings attached catch the wind energy.,6
6,Shade Art Roof,Big artificial bird device produces power with oscillating wing motion. Due to its appaerance it scares birds away (bird safe),6
6,The Peacock,Peacock sculpture with OWP functionality using the feather tail as sail,6
6,The Turkey OWP ,"OWP that looks like a turkey. Feathers are the sail, feet are the counterweight. Can be used as decoration in November or Farmers can use them.",6
6,Pegasus,A Pegasus sculpture uses its wings as OWP sails,6
6,Biomimicry- Bird Wing,"Mimic the shape of a bird wing, nature has perfected it over thousands of years ",6
6,The Swan,"The swan has two big wings that represent resistances to wind. Due to the additional use of springs at the joints between the wings and the rigid body, the wings start to oscillate in windy situations. These oscillations can be transformed into rotations. Finally the mechanical energy (rotational motion) can be transformed into electrical energy by using a generator.  ",6
6,Bird house,Make bird habitats within the base of the OWP device to give birds a safe spot to nest,6
6,Power Bird,Big artificial bird device produces power with oscillating wing motion. Due to it appearance it scares birds away (bird safe),6
6,Sailboat generator,"OWP that looks like a sailboat. ""Sail"" acts as the OWP sail, the bottom of the boat is the central shaft, the boat's ""rudder"" is the OWP counterweight",6
6,Wave Oscillator,Multiple (3 or more) Oscillating Wind Power Devices on one axis and the sails look like waves. So when it is operating and all sails are moving it looks like waves,6
6,Surfboard,Sail and counterweight are packaged into one piece that looks like a surfboard to be used to generate power at beaches. ,6
6,Beach ball bounce,"Set them up clustered tightly in a field, have a HUGE beach ball blown up and bouncing off of all of them",6
6,"Give away, keep energy",give them away for free to home owners but own the actual energy produced from them,6
6,people power,pay peope to move them back and fourth when the wind isnt strong enough,6
6,Propoganda,"Using propaganda convince them the old problem, that wind turbines are not pretty, doesn’t exist",6
6,Tax Breaks,Give tax breaks to those who oppose it so they accept it and stop blocking the advancement,6
6,Hot air balloon oscillator,"OWP device, the sails looks and works like an inflated hot air balloon. Put it at a park and it looks like there are hot air balloons and energy is generated for hte park. ",6
6,Air Dancer Generator,Wind power generator that looks like an air dancer (things at car dealers). Uses wind to inflate itself and to generate power,6
6,Children’s spinning toy design,Small wind energy generator that looks like a child's pinwheel.,6
6,Swing Set,Park wind generator where a child in a swing is the counterweight. Generates power through oscillation. Power is used to for park lights.,6
6,Obstacle Course OWP,Arranging multiple OWPs to create an obstacle course. ,6
6,Playground Sailboat,A sail boat themed playground has a OWP function built in its sail,6
6,Children's energy playground,"Arranging many OWP devices on a playground (swing sets, tower, field, monkey bars...) (educative function about renewable energies)",6
6,Teeter totter generator ,"Teeter totter that moves from wind hittings sails. Kids can ride, one on each side. Works without kids on it as well. Install at a park. ",6
6,"""corn maze"" set up",Set all the bases up to create a large field maze people can engage with and traverse through,6
6,Fancy Hat,"The fancy hat has several little propellers that are rotating and charging a battery that is included in the hat. Moreover, the hat uses the electrical energy to provide power to an MP3-Player that is also included in the hat. Due to the propellers, the hat has not be charged. People can listen to music without consuming energy from the grid.",6
6,Propeller Cap,baseball cap with a little propeller rotating to charge a battery enabling you to charge a smaill device like your phone or mp3 device,6
6,Oscillating Wind Sock,A wind sock is mounted on a 360 degrees mount that acts as an inductive generator,6
6,Solar Panels on Sail,The Sail of the OWP device is covered with solar cells to produce more energy,6
6,Piezoelectric OWP,Sail on OWP is out of piezoelectric material. Generates power both through oscillating motion and piezoelectric. ,6
6,Flettner Wind Power,"A rotor ship, or Flettner ship, is a type of ship designed to use the Magnus effect for propulsion. The Magnus effect is a force acting on a spinning body in a moving airstream, which acts perpendicularly to the direction of the airstream. The Flettner wind power device can be placed on these ships without disturbing the surrounding environment and increasing the efficiency of these ships. ",6
6,Clear tubing= h2o energy,"Clear tubing that the turbine is built out of also holds water which is heated by the sun, using this energy as well",6
6,OWP on a Sailboat,"Implanting 2 or 3 OWP devices on a sailboat to generate power for lights/radio, etc. as the boat is sailing",6
6,Stirling Engine,Heat engine that operates by cyclic compression and expansion of air or other gas at different temperatures such that there is a conversion of heat energy to mechanical energy.,6
6,Fuel Cell,A fuel cell device converts the chemical energy from a fuel into electricity through a chemical reaction of positively charged hydrogen ions with oxygen or another oxidizing agent. Fuel Cells can produce electricity continuously as long as the inputs are supplied.,6
6,Hydroelectric Power,"Using two reservoirs filled with water or a different fluid on different energy levels (height). Water released from the higher reservoir flows through a turbine, spinning it, which in turn activates a generator to produce electricity.",6
6,Solar Power,Solar energy is radiant light and heat from the sun that is harnessed using for instance photovoltaics. ,6
6,Tidal Power,Tidal energy is a form of hydropower that converts the energy of the tides into electricity.,6
6,Wave Power,Wave power is the transport of energy by wind waves and the capture of that energy.,6
6,Geothermal Energy,Geothermal energy is using heat from the earth. Resources from geothermal energy range from the shallow ground to hot water and hot rock found a few miles below the earth's surface.,6
6,Generator - Combustion,A generator device that converts mechanical energy (combustion processes) to electrical energy.,6
6,Nuclear Power,"A nuclear power plant is a thermal power station in which the heat source is a nuclear reaction. Usually, the heat is used to generate steam which drives a steam turbine connected to an electric generator which produces electricity.",6
6,Encourage touching the sail,make the sail of a very soft material that people want to engage with and run their hands over,6
6,Oscillating Ears,Face sculpture has huge ears that function as OWP sails,6
6,Sculptural Wind Power,"The sculptural wind power device consists of many small surfaces that look like leaves. At windy conditions, this device starts to rotate around the vertical axis. The higher the angular velocity, the clearer the picture gets to the human's mind.  ",6
6,lets go fly a kite,kite flies in a designated pattern to generate wind power up much higher where the wind energy is greatest ,6
6,Power Generating Kite,A kite is connected to an oscillating generator on the ground.,6
6,Flying rotating device,Flying rotating wind power device that stores energy. I liked the idea of having a turbine higher because that is where the wind is stronger,6
6,OWP drone,Using the OWP technology to supply a drone in energy and to be the wings of the drone,6
6,Nascar,"Brand every single square inch of these like a Nascar car, then they are greatly reduced in price",6
6,Up Vote,Community voted on designs that will be printed on the sails ,6
6,Adjustable Wind Power Device,"Due to different customer needs and different wind conditions, the surface area of this wind power device is flexible and can be adjusted to the specific needs.",6
6,Modular Frame,Reduce cost and have higher ROI by making the parts all pre manufactured and modular. makes repairs easier and cheaper also.,6
6,Flower Power,Small size oscillating wind power generator. Sail looks like a flower. Many would be placed in a field. ,6
6,OWP-Wave,"Connect multiple OWP devices elastically, so that a visual wave effect occurs when operating",6
6,Picture from afar,Set up different colored OWP devices in a field so that they create a picture from afar (art),6
6,OWP-Shade,"Using the OWP devices in a crop field to avoid direct sunlight on the crops, making good use of the shade it provides",6
6,Windmill Roof,A collection of small propellers harvesting wind energy on roofs as an alternative to solar panels,6
6,Shade Structures,Create shade with in public parks by elevating the bases to above peoples heads and clustering the oscillating wind turbines,6
6,Industrial size,"Have enough built that you can out produce the cities needs, then they will be more accepting of new methods ",6
6,OWP for Roofs,Put multiple OWP on the roof instead of using solar,6
6,Wind Panel,"Like solar panels, the wind panel device represents a modular device that can be placed on a roof of a house. Many fan blades rotate around the vertical axis at windy situations and this rotational motions are transformed to electricity by many small generators.",6
6,Oscillating Music Box,A mechanical music box is integrated in oscillating wind power device. When activated the wind paces the music box. ,6
6,Wind Chime Generator ,Shaped like a large wind chime. Pivot point (where generation happens) is at the top. Makes beautiful music. ,6
6,Bell melody,Attach chimes or bells to have them play a calm melody like wind chimes,6
6,Portable Wind Power Device,"The portable wind power device is not a high performance product but it can be used to, for instance, charge a mobile phone. It looks like a suitcase and is foldable. It rotates around the vertical axis.",6
6,Tent Oscillator,"Small portable Oscillating Wind Power that packs with your tent so you can have power when camping to charge phone, camera, lights, etc. ",6
6,Rotational Flower,The rotational flower device captures the wind only from one particular direction and performs rotations around particular axis (horizontal axis). A generator transforms this mechanical energy into electricity.,6
6,Classic wind energy device,"This system is the most common design when it comes to wind power, three propellers and a main root",6
6,Bird Blade Protection,Classic Wind Turbine design with bird protection shield (wire mesh). Camouflage paint to blend in with environment.,6
6,Harmless Windmill,"A wind turbine made of recycled material (abstract, artsy truss structure) creates energy using flexible (bird safe) blades.",6
6,Energy device with innovative vertical propellers,"This system is like a classic wind turbine, just the propellers are vertical and the rotating axis is vertical",6
6,Fan Device,The fan device consists of many layers of a flexible material that catch the wind and start to rotate around one axis (vertical axis). A generator transforms this mechanical energy into electricity.,6
6,Aircraft Wing,"Like an aircraft wing, the surface area of this wind power device can be adjusted to the specific wind conditions in order to maximize the efficiency and increase the power output. This device rotates around the vertical axis.",6
6,Vertical Wind Tower,A vertical blade (wing) concept transforms wind in rotational power. Due to lower tip speed it is safe for birds.,6
6,Rotational Walls,"The rotational device consists of two plane walls that placed opposite to each other and rotated by 90°.Due to the wind resistance, the rotational device rotates around one specific axis. This rotation (mechanical energy) can be transformed into other types of energy. ",6
6,Power Funnel,Device uses Venturi effect to increase wind speed and uses smaller propellers. A net on the inlet prevents birds from flying in.,6
6,Canvas Rotating Device,"The canvas rotating device uses a huge canvas that is bended in order to represent a large resistance to the wind flow. Due to a heavy counterweight, oscillations around one axis occur. A generator transforms this mechanical energy into electricity.",6
6,Figure 8 ,Sails in shape of Figure 8 so it oscillates back and forth to create power,6
6,Wind shielded mechanism,Use two different oriented sails to create back and forth motion. Depending on the sails position within the oscillating motion either one or the other sail is protected by a wind blocking shield.,6
6,Lazy susan OWP,Base is a spinning lazy susan for wind orientation. Has a sail and counterweight for oscillating power,6
6,Baseball oscillator,"OWP, sail is a baseball bat shape, counterweight is a baseball. Install at stadiums or parks. ",6
6,Metalic sails,"make the sails look like baseball players sunglasses, highly reflective, would be awesome for sunset",6
6,Sports Oscillator,Sails have sports logos on them. People can represent their team while generating power in their yard. ,6
6,Baseball cap Oscillator,Sail for OWP is a Baseball cap. Install at Giants and A's stadiums,6
6,Just Pump,"Instead of generating electricity directly the wind turbine simply pumps water up, creating potential energy, able to be released at any given  time the grid needs it",6
6,Pneumatic Oscillator,The pneumatic oscillator combines the principle of an oscillating wind power device (using a sail and a counterweight to get oscillatory motions) with the principle of pneumatics. The pneumatic system transforms the oscillatory motion of the upper piston that is connected to the sail into a rotational motion. This mechanical energy can then be transformed into electrical energy by using a generator.,6
6,Oscillatory Parachute,"The oscillatory parachute represents a resistance to the wind and therefore starts to move in the presence of wind. Moreover, the oscillatory parachute is connected to a counterweight that represents a pistion in a pneumatic system. The pneumatic system transforms the oscillatory motion of the upper piston that is connected to the parachute into a rotational motion. This mechanical energy (rotational motion) can then be transformed into electrical energy by using a generator.",6
6,Oscillating Tree Branches,Artificial tree; wind pushes the branches back and a spring brings them back the other direction and creates power.,6
6,Oscillating Wind Power Tree,The idea for this design is to build a tree where each leaf would be a small version of the existing OWP device.,6
6,Rotating Wind power tree,Many spinning devices on tree branches (new wind devices that do not oscillate but spin),6
6,Energy Tree,An artificial tree with natural looking leafs produces power with piezo strips on leafs. The Wind makes the leafs move.,6
6,Wind Forest,"In lieu of spinning blades, the stems generate energy by oscillating in place as the wind blows by, transferring that kinetic energy into a collection cell in the foundation. This technology could reinvent wind power across the world.",6
6,Tree Wind Power,"The tree wind power device looks like a natural tree with huge butterflies on its branches. While the rotational motion is equal on one branch, each branch is able to oscillate independent of the other branches. Inside the tree, the mechanical energy is transformed to electricity by using generators.",6
6,True Tree Power,"Attach weights and pullies to big willow trees, they sway in the wind already, harness this energy ",6
6,Sustainable Flag,The sustainable flag replaces usual flags in windy areas where flags often show bending motions due to the wind. The piezoelectric elements that are included in the sail get activated when the sail bends and generate electrical energy. These flags can be placed at private houses and other places like stadiums or companies.,6
6,Piezoelectric Fabric,The wind blows through a fabric backed up with piezoelectric sensors that charge a battery,6
6,Piezoelectric Flag,Piezoelectric sensors attached to a waving flag: energy is collected from the wind to a battery via the piezo technology,6
6,Sustainable Fence,The sustainable fence replaces usual fences in windy areas where fences often show bending motions due to the wind. The piezoelectric elements that are included in the sail get activated when the sail bends and generate electrical energy.,6
7,Upright Handle Bottle,"Ear drop dispensing contraption with a vertical, squishy handle so you don't have to tilt your head to get the drops in. ",7
7,Eardropper Bottle,"Looks like an eyedropper, but for ears. It has ticks on the side of the pipette, so you can measure how much you are applying, and is simple to use and understand.",7
7,Ear Conforming Drop Bottle,A ear drop bottle in a shape that conforming to ear to assist in application process.,7
7,Level Bottle,Bottle that will only dispense fluid when perfectly level. Button or other actuation method could be used.,7
7,Retractable Ear Drop,"Similar to a retractable knife (used in props), the stem would be able to retract if hit even a soft hurdle (ear drum).",7
7,Stemmed Ear Drop,"The stem will go into the ear canal, where it will dispense the medication to reduce waste.",7
7,Foam Bottle,"The stem will go into the ear canal. When close to infected area, it will dispense the medication in foam to ensure medication is applied to the infected area.",7
7,Ball Valve Bottle Spout,"Place ball in medication, compress medication bottle and dispense medication until ball obstructs fluid flow.",7
7,Ear Easy Gun,Ergonomic medication dispenser using a peristaltic pump.,7
7,Pre-ringe,Ear medication with a syringe that has an on/off valve (stopcock).,7
7,Disposable Ear Medication Containers,Ear medication filled into single use disposable plastic tubules.,7
7,Spring-Drop,Ballpoint pen/spring system with piston when the spring is compressed and the solution is drawn out.,7
7,Beeping Bottle,"Weight sensor on bottle that can detect fluid, syncs with phone to notify once the precise volume of medication has been dispersed.",7
7,Air Out,Compressed air into the ear to either clear out the ear wax or spray the medication in.,7
7,Spray-ear,Spray medication.,7
7,Sensory Feedback Bottle,"Bottle that dispenses ear medication, but also gives sensory feedback about the amount of ear wax or audio levels, etc.",7
7,Rotating Caps,Different caps for different sprays.,7
7,Clip-On Bottle,Something that clips on to your ear.,7
7,Double Compartment Bottle,"Bottle with two different fluids that have separate functions, like numbing, cleansing, treatment, etc.",7
7,Depth Feedback,"Sensory feedback after use, lets you know that you've gone deep enough and tells you that it's working.",7
7,Ear Funnel ,Ergonomic ear funnel to dispense medication. ,7
7,Package Transformer,Packaging of ear bottle folds into a funnel or something else for guiding the solution in.,7
7,Modular Bottles,Be able to take apart the bottle and caps and separate them for multiple uses and different solutions.,7
7,Retractable Bottle Tip,"When you squeeze the bottle, a tip comes out that you can use to apply solution into your ear. It can be disposable for cleanliness and convenience.",7
7,Ear Syringe Mixer,"Ear syringe to dispense solution, solution agitator, and solution extractor. ",7
7,Princess Bottle,"We noticed that some people think all ear drops are the same, and can't tell them apart at the store. Thus, we should make the bottle and labeling super beautiful and unique, so it stands out and is immediately recognizable. Kind of like cosmetics - perfume bottles. ",7
7,B-ear Helmet,A hat that dispenses solution automatically into ear when on.,7
7,Healthy Ear Muffs,Earmuffs that sprays a mist of solution into ear.,7
7,Ear Wax Cleaning Headphones,Headphones with vacuum to clear out ear wax when listening to music.,7
7,Ear-gonomic Cap,Adapter that can be placed onto current OTC ear drop bottles that makes them more comfortable and aim more accurately.,7
7,Remedy Earrings,Q-tip type of solutions that hang from your ears like earrings (in a pleasing way).,7
7,3D Customizable Ear Canals,Take molds of people's ear canals and 3D print foam models that can be soaked with ear drop solution. These can be left in the ear canal (as a perfect fit) for a prescribed amount of time. ,7
7,Solution Retention Ear Plugs,"Part of the problem of ear drops is that they tend to fall out, so you can't tell how much has stayed in and if you should apply more. These ear plugs keep the ear drops inside the canal and have a waterproof surface that prevents absorption. This also eliminates the need to lie on each side for around 15 minutes to get the drops in. It reduces wasted solution and time. It can be provided with a bottle.",7
7,Solution Ear Plugs,Ear plugs soaked in solutions that can be applied into ear without laying on side.,7
7,Fillable Ear Plugs,"Earplugs that you fill up with a separate device, pressurize, then insert into ears.",7
7,Inflatable Ear Plugs,Earplugs that you inflate while inserted into the ear canal. Nozzle is integrated into plugs.,7
7,On-The-Go Treatment Plugs,One time use earplugs that come presoaked with medication. Pressure and/or temperature change in ear canal dispenses medication.,7
7,Insertion Nozzle,Inner ear shaped nozzle (similar to earphone shape) that will only allow fluid to be dispensed when it gets inserted to a certain depth.,7
7,Sublimating Gauze,"The gauze will be soaked in medication and inserted to ear, and the gauze will sublimate after some period.",7
7,Moldable Ear Foam Clay,"Fill ear up with some hardening solution, and then pull it out along with all the gunk in your ears.",7
7,Expand and Extract,"Ear swelling medication (some object swells in the ear, and then you can pull it out).",7
7,Ear Mask,Pore cleansing mask for ear wax. ,7
7,Paste Ear Solution,An additive to make ear medication into a thick paste. ,7
7,Painless Coating,A coating to put in the ear canal that lubricates and prevents anything going in from hurting. ,7
7,All-in-One Earwash,"The water comes out of one tube into the ear to wash out ear wax, and the waste goes into a bigger tube and into a waste container. This way, you don't have to bend over a sink or hold a tub under your ear to catch the waste.",7
7,Ear-Pik,Very low pressure water-pik-esque device that you use to irrigate ear canals. Can be used with water or proprietary solution.,7
7,IV Ear Wash,"The suction cup is for the bottle to be stuck on most surface (e.g. wall, glass). The water in the bottle can then flow to the tube in constant pressure, gravity-driven for ear wax removal)",7
7,No Sink Squirt,"The suction cup would be attached around the ear, thus the water dispensed would be collected in the cup, making the whole process able to be done without spilling and standing by the sink.",7
7,Dry Ear-Down,"The water container would be the water supply to the tube for ear wax removal. The suction cup will ensure that water is not spilling, and would transfer the excess water to a waste bag.",7
7,Wax Eater,"The solution in the bottle would dissolve ear wax, and would dispense along with the solution.",7
7,Multi-Function Nozzle,"Multifunction nozzle, can spray medication, act as ear wash, etc.",7
7,Waterslide,Water slide to guide water into and out of the ear canal.,7
7,Ear Vac,Like a vacuum for ear wax - a gentle version that cleans the loose ear wax hanging around in your ear. ,7
7,Ear Drop Glasses,A pair of glasses designed to see into one's own ears during the application process of the ear drop.,7
7,Heated Bottle,Bottle with embedded heating copper coils that can be used with a docking station to warm fluid inside.,7
7,Ear Stent,"Similar to a brain stent, activate the stent close to the area of ear wax. The stent will pierce through the ear wax, and later on drag the wax out with it.",7
7,Laser Gun,The laser would be able to ablate ear wax.,7
7,Exfoliater,"Putting abrasive material in your ear, like exfoliating the inside of your ear (use microbeads).",7
7,Frequency Cleaner,Certain frequency vibration in your ear to move the ear wax out.,7
7,UV Cleaner,Using UV light inside the ear to disinfect or harden ear wax enough to get out.,7
7,Vac-Add,Vacuum cleaner adapter.,7
7,Ear Wax Rotating,"Inspired by rotating toilet seat cover - medication gets dispensed in, and turns around and comes back. ",7
7,Burn,Selective combustable powder that only burns ear wax.,7
7,Sticky Hands Extraction,Elastic sticky hands to remove wax.,7
7,Amphibian Solutions,Frog or chameleon tongue (or similar type of adhesive device) that extracts ear wax and retracts.,7
7,Ridged Scooper,Ridges to mechanically pull out ear wax.,7
7,Swiss Army Knife Ear Care,"Swiss army knife for ear tools including a scooper, q-tip and vacuum. ",7
7,Retractable Ear Mop,"Mini-retractable mophead for ears, can clean and retract out of the ear area. ",7
7,Ear Speculum,Ear canal speculum to widen the ear canal. ,7
7,Twist & Load,Bottle that loads a precise amount of fluid each time you twist it.,7
7,Ear Cups,Headphone cup shaped device with connected tube that you pump measured fluid into. Cup is tapered to ensure fluid enters ear canal.,7
7,Manual Measure,"Similar to how doctors apply medications, manually measuring the amount of medication, and thus can dispense more accurately. Needle used when taking up solution, and removed when dispensing.",7
7,Syringe-Ear Drop,"The plunger would dispense the amount of solution in the metered stem, and thus could dispense a relatively accurate amount of medication every time.",7
7,Portable Graduated Cylinder,"Plastic graduated cylinder that dispenses medication, that you can tilt to dispense into ear.",7
7,Fixed Volume Dripper,Provide fixed volume pipettes with ear medication.,7
7,Double Container System,"Double valve drip chamber, and ear drops can be dripped into chamber for precise volume - valve is closed. Second valve opened to dispense medication. ",7
7,Bug-Eared,Natural solution - put some sort of insect or something in the ear that eats everything.,7
7,Ear Drop Tablet,"To combat liquid falling out of the ear, use a solid instead of a liquid. Maybe it can be in the form of a tablet that dissolves slowly in the ear when exposed to the air or something. This way, you can also know how much you are applying. ",7
7,Ear Drop Pills,Pills that are put into ears and solution dissolves.,7
7,BB Medication,"The tube would be filled with identical medication pellets. The button would release a pellet, and the pellet would burst in the ear upon contact.",7
7,Dry-ear,Desiccant powder.,7
7,Soluble Q-tiip,Soluble Q-tip with medication. ,7
7,2-in-1 Ear Care,"Can be used for prevention and treatment. This product doubles as a ear wax removal scooper and a drop dispenser in one little device. Has a scooper at one end, and can fill with solution in a hollow interior to dispense in the other end. ",7
7,Ear Excavation,"Typical ear wax scooping tool, but with a tiny camera at the end so it can show on the user's smartphone or computer so they can actually see what they're doing. ",7
7,Mechanical Q-tips,A mechanical Q-tip that moves in patterns that clean ear wax effectively.,7
7,Q-tip Lint Roller,A mini lint roller for ears where the adhesive can be peel off.,7
7,Pre-packaged Q-tips with Solution,Q-tips packaged in plastic wrapping that are dipped in solutions.,7
7,Medication Brush,"The brush can be dipped or covered in ointment, then applied to the infected region. Rubber stopper to avoid the brush going in too deep.",7
7,Periscope Q-tip,A periscope with a Q-tip end that allows the user to see their ear during usage.,7
7,Medicate Q-tip,Medicated Q-tips with slow release antibiotics.,7
7,Vibrat-ear,Vibrating device that eases all of the ear wax out.,7
7,Shake It Off,Thin sheath with pebbles inside that vibrate and clear out the ear wax.,7
7,Ear Plunger,Mini ear plunger.,7
7,Sized Scooper,Telescope multidiameter ear scooper. ,7
7,Q-tip Guard,A little guard on the end of the Q-tip to prevent from going all the way into the ear.,7
7,Q-tip Dispenser,Q-tip that dispenses medication and allows cleaning.,7
7,Pen Ear Scooper,"An ear scooper at the end of a pen, so you can use it casually whenever you see your pen (reminds you to take care of your ears).",7
7,Finger Ear Tips,"A ring ear wax scooper or something you can put on the tip of your finger, like an attachment. ",7
7,Bristly Q-tips,Q-tip with bristles.,7
7,Wax Picker ,Mini ear wax picker. ,7
8,Two out-of-plane micro needle arrays,Applying two out-of-plane micro needles to control the depth of penetration.,8
8,Adjustable penetration depth,Offer adjustable penetration depth according to the specific part of the body on which micro needles are applied.,8
8,Slanted Injection,Inject at a certain angle (<90) instead of perpendicularly to reduce skin resistance.,8
8,Truncated head,Truncated head of micro needles instead of sharp head to reduce skin resistance.,8
8,Biodegradable Micro needles,Use biodegradable materials to manufacture micro needles so that it won't be harmful to human even the micro needles break.,8
8,Dissolvable Micro needles,Use sugar as the material to make micro needles so that it will dissolve into the skin together with drug.,8
8,Separate drug and micro needles,Store drug in a reservoir separately so that the micro needles don't have to be replaced every time after use.,8
8,Combine drug and micro needles,Store drug directly in the micro needles so that the materials of making micro needles can be adjustable to the drug.,8
8,Valve+Reservoir flow rate control,Using a valve to control the flow rate of drug from reservoir (refer to infusion).,8
8,Rechargeable electric flow rate control,Using an electric device whose battery can be recharged to set the flow rate.,8
8,Scalable syringe to control the dose,Add scale on the body of a syringe to control the dose of drug being delivered (refer to insulin pen).,8
8,Cuttable transdermal patch to control the dose,The transdermal patch that incorporates microneedle arrays can be cut into different sizes in order to control the dose.,8
8,Elastic bandage transdermal patch,Using elastic bandage to wear the transdermal patch that incorporates micro needle arrays on the arm/waist/leg.,8
